shopping_center_name,center_type,address_street,address_city,address_state,address_zip,county,municipality,zoning_authority,year_built,owner,property_manager,leasing_agent,leasing_brokerage,total_gla,tenant_name,tenant_suite_number,square_footage,retail_category,ownership_type,base_rent,lease_term,lease_commence,lease_expiration,credit_category,,major_group
Commons at Thornbury,Neighborhood Center,62 East Street Road,West Chester,PA,19382,Chester,Westtown Township,,,"Thornbury Noble, Ltd.",Unknown,,,42716,Vacant,Pad,4000,Vacant,,,,,,,,
Garnet Valley Plaza,Community Center,91 Wilmington Pike,Chadds Ford,PA,19317,Delaware,Chadds Ford Township,,,Unknown,Unknown,,,,Firebirds,1,,Restaurant | Full Service,,,,,,,,
Garnet Valley Plaza,Community Center,91 Wilmington Pike,Chadds Ford,PA,19317,Delaware,Chadds Ford Township,,,Unknown,Unknown,,,,Motive,2,,Physical Therapy,,,,,,,,
Garnet Valley Plaza,Community Center,91 Wilmington Pike,Chadds Ford,PA,19317,Delaware,Chadds Ford Township,,,Unknown,Unknown,,,,Hair Kingz,3,,Hair Salon (Mens),,,,,,,,
Garnet Valley Plaza,Community Center,91 Wilmington Pike,Chadds Ford,PA,19317,Delaware,Chadds Ford Township,,,Unknown,Unknown,,,,Math Plus,4,,Tutoring,,,,,,,,
Garnet Valley Plaza,Community Center,91 Wilmington Pike,Chadds Ford,PA,19317,Delaware,Chadds Ford Township,,,Unknown,Unknown,,,,Nail Bar & Spa,5,,Nail Salon,,,,,,,,
Garnet Valley Plaza,Community Center,91 Wilmington Pike,Chadds Ford,PA,19317,Delaware,Chadds Ford Township,,,Unknown,Unknown,,,,Garnet Valley Dental,6,,Dentistry,,,,,,,,
Garnet Valley Plaza,Community Center,91 Wilmington Pike,Chadds Ford,PA,19317,Delaware,Chadds Ford Township,,,Unknown,Unknown,,,,Vacant,7,3000,Vacant,,,,,,,,
Garnet Valley Plaza,Community Center,91 Wilmington Pike,Chadds Ford,PA,19317,Delaware,Chadds Ford Township,,,Unknown,Unknown,,,,Vacant,8,1200,Vacant,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,Quality Sewing & Vacuum,1201-A,10500,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,"Mattress Depot, Inc.",1201-B,2410,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,Massage Therapy,1201-C,959,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,Jazzy Nails & Spa,1201-D,1825,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,Petco,1203-F,13924,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,Grove and Kane Skin Care,1203-M,1392,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,Bricks & Minifigs,1203-N,2452,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,Bent Yoga Co.,1203-P,2567,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,Vacant,1203-R,2013,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,U.S. Government USAED Walla Walla District,1203JLQ,5504,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,AMES Taping Tools,1205-A,1943,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,CPR Cell Phone Repair,1205-C,1161,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,Any Lab Test Now,1205-D,1045,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,"Kyoto Japanese Steak House, Inc.",1205-E,3041,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,Red Robin,1305-B,5637,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,Half Price Books,1321-A,8420,Bookstore,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,Vacant,1321-B,7961,Vacant,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,Angry Crab Shack,1321-C,6213,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,Vacant,1321-D,2501,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,Michaels,1325,21859,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,Seattle SMSA Limited Partnership,1405-A,2800,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,Seattle SMSA Limited Partnership,1405-B,1505,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,SST Group,1405-C,2318,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,Poke Boy,1405-D,1125,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,High Trek Ventures,1425,10020,,,,,,,,,
Everett Mall,Neighborhood Center,1201 SE Everett Mall Way,Everett,WA,98208,,,,,Unknown,ACF Property Management,,,111793,Jack In the Box,1505,3173,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,79-100,1411,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,79-200,1130,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,79-400,4705,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,85,30930,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,87,3035,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,91-1000,1170,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,91-100,2898,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,91-110,1400,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,91-200,1763,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,91-300,1170,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,91-400,1197,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,91-500,1300,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,91-600,1077,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,91-700,2382,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,91-900,1190,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,93-100,3991,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,93-200,1879,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,93-300,1394,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,95-100,1344,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,95-200,2400,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,97,17857,,,,,,,,,
Broadstone Plaza,Neighborhood Center,Broadstone Pkwy & E Bidwell St,Folsom,CA,95630,,,,,Unknown,ACF Property Management,,,118334,Vacant,99,32711,,,,,,,,,
Twin Creeks Shopping Center,Neighborhood Center,NWC BARRY RD & HWY 169,KANSAS CITY,MO,64151,,,,,Unknown,ACF Property Management,,,254073,AT&T,8409,1850,,,,,,,,,
Twin Creeks Shopping Center,Neighborhood Center,NWC BARRY RD & HWY 169,KANSAS CITY,MO,64151,,,,,Unknown,ACF Property Management,,,254073,Bath & Body Works,8540,4500,,,,,,,,,
Twin Creeks Shopping Center,Neighborhood Center,NWC BARRY RD & HWY 169,KANSAS CITY,MO,64151,,,,,Unknown,ACF Property Management,,,254073,Famous Footwear,8401A,10000,,,,,,,,,
Twin Creeks Shopping Center,Neighborhood Center,NWC BARRY RD & HWY 169,KANSAS CITY,MO,64151,,,,,Unknown,ACF Property Management,,,254073,Ruby Nails,8410,1950,,,,,,,,,
Twin Creeks Shopping Center,Neighborhood Center,NWC BARRY RD & HWY 169,KANSAS CITY,MO,64151,,,,,Unknown,ACF Property Management,,,254073,Five Below,8550,10551,,,,,,,,,
Twin Creeks Shopping Center,Neighborhood Center,NWC BARRY RD & HWY 169,KANSAS CITY,MO,64151,,,,,Unknown,ACF Property Management,,,254073,Fry Orthodontics,8413,3800,,,,,,,,,
Twin Creeks Shopping Center,Neighborhood Center,NWC BARRY RD & HWY 169,KANSAS CITY,MO,64151,,,,,Unknown,ACF Property Management,,,254073,Furniture Deals,8660,48731,,,,,,,,,
Twin Creeks Shopping Center,Neighborhood Center,NWC BARRY RD & HWY 169,KANSAS CITY,MO,64151,,,,,Unknown,ACF Property Management,,,254073,Kohl's,8500,80684,,,,,,,,,
Twin Creeks Shopping Center,Neighborhood Center,NWC BARRY RD & HWY 169,KANSAS CITY,MO,64151,,,,,Unknown,ACF Property Management,,,254073,Ollie's Bargain Outlet,8640,30651,,,,,,,,,
Twin Creeks Shopping Center,Neighborhood Center,NWC BARRY RD & HWY 169,KANSAS CITY,MO,64151,,,,,Unknown,ACF Property Management,,,254073,Petco,8600,13330,,,,,,,,,
Twin Creeks Shopping Center,Neighborhood Center,NWC BARRY RD & HWY 169,KANSAS CITY,MO,64151,,,,,Unknown,ACF Property Management,,,254073,Professional Eyecare,8405,1453,,,,,,,,,
Twin Creeks Shopping Center,Neighborhood Center,NWC BARRY RD & HWY 169,KANSAS CITY,MO,64151,,,,,Unknown,ACF Property Management,,,254073,Reece & Nichols Realtors,8407,8063,,,,,,,,,
Twin Creeks Shopping Center,Neighborhood Center,NWC BARRY RD & HWY 169,KANSAS CITY,MO,64151,,,,,Unknown,ACF Property Management,,,254073,Ross Dress for Less,8440,24884,,,,,,,,,
Twin Creeks Shopping Center,Neighborhood Center,NWC BARRY RD & HWY 169,KANSAS CITY,MO,64151,,,,,Unknown,ACF Property Management,,,254073,Spectrum,8401,3626,,,,,,,,,
Twin Creeks Shopping Center,Neighborhood Center,NWC BARRY RD & HWY 169,KANSAS CITY,MO,64151,,,,,Unknown,ACF Property Management,,,254073,Ulta Beauty,8520,10000,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,Chipotle Mexican Grill Inc.,1,2801,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,GameStop,2,2195,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,Maurices,4,5786,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,Vacant,5,3294,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,The Deck Supply,6,2000,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,The BrewTop,7,1200,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,The BrewTop,8,7125,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,Petland,9,5957,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,The Nail Lounge,10,2158,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,The Nail Lounge,11,2390,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,Genesis Health Club Inc.,12,22147,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,Vacant,14,3500,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,Vacant,15,4200,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,Vacant,16,4423,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,Aspen Salon & Spa,17,4572,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,Mass Beverage KC,18-19,7994,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,Art & Frame Warehouse,20,3580,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,PT Solutions Physical Therapy,21,2763,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,Proud Souls Barbecue,22,4040,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,Warner's Stellian,23,12300,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,Hibachi & Sushi,26,4935,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,Hallmark Retail,27,3477,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,Vacant,28,2360,,,,,,,,,
Shops at Boardwalk,Neighborhood Center,SEC HWY 152 & I-29,KANSAS CITY,MO,64154,,,,,Unknown,ACF Property Management,,,122397,Twin Peaks,29,7200,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Chipotle Mexican Grill Inc.,15100,3974,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Panera Bread,15108,4000,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Haru's Steak & Sushi,15202B,3000,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Com Ga Vietnamese Restaurant,15204,3100,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Eyemart Express,15206,3000,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Noodles- Store,15208,2956,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Nail Fashion,15210,884,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Vacant,15230,6840,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Solarium Super Tanning Salon,15240,4505,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Vacant,15250,2744,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,H&R Block,15254,4144,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Restore Motion Physical Therapy,15258,3366,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Vacant,15266,2456,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Dogtopia,15270,4100,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,The Foundation Gym,15274,24826,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Dick's Sporting Goods Inc.,15280,50000,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Aldi Inc.,15290,22000,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Kids Park,15294,3285,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Hallmark Retail Inc.,15320,5809,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Great American Barber Shop,15330,400,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Rockler Woodworking and Hardware,15340,10025,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,Ross,15350,24454,,,,,,,,,
Northridge Plaza,Neighborhood Center,NWC 119TH ST & BLACK BOB RD,OLATHE,KS,66062,,,,,Unknown,ACF Property Management,,,212396,US Bank,15380,5000,,,,,,,,,
